number,Temp,Humd,Press
79,18.56,86.04,1013.11
80,18.55,86.03,1013.06
81,18.55,86.03,1013.11
82,18.55,86.03,1013.05
83,18.55,86.03,1013.05
84,18.55,86.02,1013.04
85,18.55,86.02,1013.06
86,18.55,86.02,1013.06
87,18.56,86.03,1013.09
88,18.56,86.03,1013.1
89,18.55,86.03,1013.11
90,18.55,86.02,1013.09
91,18.55,86.02,1013.07
92,18.56,86.03,1013.11
93,18.54,86.02,1013.08
94,18.55,86.02,1013.08
95,18.55,86.02,1013.1
96,18.55,86.02,1013.09
97,18.55,86.02,1013.08
98,18.55,86.02,1013.14
99,18.55,86.02,1013.08
100,18.55,86.01,1013.1
101,18.55,86.02,1013.04
102,18.55,86.02,1013.05
103,18.55,86.02,1013.06
104,18.54,86.02,1013.05
105,18.55,86.01,1013.07
106,18.55,86.01,1013.05
107,18.55,86.01,1013.09
108,18.55,86.01,1013.09
109,18.55,86.01,1013.12
110,18.55,86,1013.11
111,18.55,86,1013.11
112,18.55,86,1013.07
113,18.55,86,1013.13
114,18.55,86,1013.13
115,18.55,86,1013.13
116,18.54,86,1013.15
117,18.55,86,1013.18
118,18.54,86,1013.18
119,18.55,86.01,1013.15
120,18.54,86,1013.17
121,18.55,85.99,1013.13
122,18.55,85.99,1013.14
123,18.54,86,1013.14
124,18.55,85.99,1013.19
125,18.55,85.99,1013.19
126,18.55,85.99,1013.21
127,18.55,85.99,1013.22
128,18.55,85.99,1013.2
129,18.55,86,1013.18
130,18.55,85.99,1013.2
131,18.55,85.99,1013.19
132,18.55,85.99,1013.21
133,18.55,85.99,1013.19
134,18.55,85.99,1013.16
135,18.55,85.99,1013.15
136,18.54,85.99,1013.13
137,18.55,85.99,1013.17
138,18.55,85.99,1013.18
139,18.55,85.98,1013.14
140,18.56,86,1013.15
141,18.55,85.98,1013.13
142,18.55,85.99,1013.14
143,18.55,85.99,1013.14
144,18.55,85.98,1013.14
145,18.55,85.98,1013.17
146,18.55,85.98,1013.19
147,18.55,85.98,1013.18
148,18.54,85.98,1013.15
149,18.55,85.98,1013.16
150,18.55,85.98,1013.19
151,18.55,85.98,1013.15
152,18.54,85.98,1013.16
153,18.54,85.98,1013.17
154,18.55,85.98,1013.16
155,18.54,85.98,1013.13
156,18.55,85.98,1013.19
157,18.55,85.98,1013.19
158,18.55,85.98,1013.18
159,18.55,85.98,1013.18
160,18.54,85.98,1013.16
161,18.55,85.98,1013.18
162,18.55,85.98,1013.18
163,18.55,85.97,1013.18
164,18.55,85.97,1013.2
165,18.54,85.98,1013.15
166,18.55,85.97,1013.17
167,18.54,85.98,1013.15
168,18.54,85.97,1013.17
169,18.54,85.97,1013.15
170,18.54,85.97,1013.14
171,18.55,85.97,1013.18
172,18.54,85.97,1013.2
173,18.55,85.97,1013.17
174,18.55,85.97,1013.19
175,18.55,85.97,1013.17
176,18.55,85.97,1013.21
177,18.55,85.97,1013.21
178,18.55,85.97,1013.22
179,18.54,85.97,1013.21
180,18.55,85.97,1013.22
181,18.55,85.97,1013.19
182,18.54,85.97,1013.2
183,18.55,85.97,1013.19
184,18.54,85.97,1013.18
185,18.54,85.97,1013.19
186,18.55,85.96,1013.2
187,18.55,85.96,1013.17
188,18.55,85.97,1013.21
189,18.54,85.96,1013.25
190,18.54,85.96,1013.16
191,18.54,85.96,1013.21
192,18.55,85.96,1013.23
193,18.54,85.96,1013.21
194,18.55,85.96,1013.22
195,18.55,85.96,1013.21
196,18.55,85.96,1013.21
197,18.54,85.96,1013.21
198,18.55,85.96,1013.24
199,18.54,85.95,1013.23
200,18.55,85.96,1013.25
201,18.55,85.96,1013.23
202,18.54,85.96,1013.25
203,18.55,85.96,1013.24
204,18.55,85.96,1013.24
205,18.54,85.95,1013.24
206,18.55,85.95,1013.25
207,18.55,85.96,1013.25
208,18.55,85.96,1013.25
209,18.54,85.95,1013.22
210,18.55,85.96,1013.24
211,18.55,85.95,1013.27
212,18.55,85.95,1013.24
213,18.55,85.95,1013.27
214,18.55,85.95,1013.25
215,18.55,85.95,1013.25
216,18.55,85.95,1013.22
217,18.54,85.93,1013.2
218,18.55,85.95,1013.24
219,18.55,85.95,1013.23
220,18.55,85.95,1013.24
221,18.55,85.95,1013.25
222,18.55,85.95,1013.24
223,18.55,85.95,1013.23
224,18.55,85.94,1013.21
225,18.55,85.94,1013.2
226,18.54,85.95,1013.22
227,18.55,85.95,1013.26
228,18.55,85.94,1013.19
229,18.54,85.94,1013.19
230,18.54,85.95,1013.2
231,18.55,85.95,1013.23
232,18.55,85.95,1013.22
233,18.55,85.94,1013.22
234,18.54,85.94,1013.24
235,18.55,85.95,1013.24
236,18.54,85.94,1013.22
237,18.55,85.94,1013.25
238,18.55,85.95,1013.23
239,18.54,85.95,1013.19
240,18.55,85.94,1013.21
241,18.54,85.94,1013.17
242,18.55,85.94,1013.2
243,18.54,85.94,1013.23
244,18.55,85.94,1013.24
245,18.54,85.94,1013.23
246,18.54,85.94,1013.2
247,18.55,85.94,1013.19
248,18.55,85.94,1013.18
249,18.55,85.94,1013.2
250,18.56,85.94,1013.19
251,18.55,85.94,1013.18
252,18.55,85.94,1013.19
253,18.55,85.94,1013.2
254,18.55,85.93,1013.21
255,18.55,85.93,1013.22
256,18.55,85.93,1013.17
257,18.54,85.94,1013.18
258,18.55,85.94,1013.23
259,18.55,85.93,1013.23
260,18.54,85.94,1013.2
261,18.54,85.94,1013.23
262,18.54,85.93,1013.25
263,18.55,85.93,1013.19
264,18.54,85.93,1013.19
265,18.55,85.93,1013.2
266,18.54,85.93,1013.22
267,18.54,85.93,1013.22
268,18.54,85.93,1013.18
269,18.54,85.93,1013.24
270,18.55,85.93,1013.15
271,18.54,85.93,1013.2
272,18.54,85.93,1013.19
273,18.54,85.92,1013.19
274,18.54,85.93,1013.18
275,18.54,85.93,1013.2
276,18.54,85.93,1013.23
277,18.54,85.93,1013.19
278,18.54,85.93,1013.22
279,18.55,85.93,1013.23
280,18.54,85.93,1013.23
281,18.55,85.93,1013.25
282,18.54,85.93,1013.22
283,18.55,85.93,1013.26
284,18.55,85.92,1013.24
285,18.54,85.92,1013.26
286,18.54,85.91,1013.23
287,18.55,85.92,1013.22
288,18.54,85.92,1013.19
289,18.54,85.92,1013.21
290,18.54,85.92,1013.21
291,18.54,85.92,1013.25
292,18.54,85.92,1013.23
293,18.54,85.92,1013.26
294,18.54,85.92,1013.25
295,18.54,85.92,1013.2
296,18.55,85.92,1013.25
297,18.54,85.91,1013.21
298,18.54,85.91,1013.24
299,18.54,85.91,1013.25
300,18.54,85.91,1013.27
301,18.54,85.91,1013.22
302,18.54,85.91,1013.23
303,18.55,85.91,1013.21
304,18.54,85.91,1013.21
305,18.55,85.91,1013.22
306,18.55,85.91,1013.21
307,18.55,85.91,1013.26
308,18.55,85.91,1013.25
309,18.54,85.91,1013.28
310,18.55,85.91,1013.25
311,18.54,85.9,1013.28
312,18.55,85.9,1013.23
313,18.55,85.9,1013.26
314,18.54,85.9,1013.25
315,18.55,85.9,1013.25
316,18.54,85.9,1013.23
317,18.55,85.9,1013.24
318,18.54,85.9,1013.22
319,18.55,85.9,1013.24
320,18.54,85.9,1013.22
321,18.55,85.9,1013.23
322,18.54,85.9,1013.22
323,18.54,85.9,1013.2
324,18.55,85.9,1013.25
325,18.55,85.9,1013.19
326,18.54,85.9,1013.18
327,18.55,85.9,1013.21
328,18.54,85.9,1013.21
329,18.55,85.89,1013.23
330,18.55,85.89,1013.22
331,18.55,85.89,1013.22
332,18.55,85.89,1013.2
333,18.55,85.89,1013.22
334,18.55,85.89,1013.22
335,18.55,85.89,1013.24
336,18.55,85.89,1013.25
337,18.55,85.89,1013.23
338,18.55,85.89,1013.24
339,18.54,85.89,1013.25
340,18.55,85.89,1013.24
341,18.55,85.89,1013.22
342,18.54,85.89,1013.22
343,18.55,85.89,1013.24
344,18.55,85.87,1013.24
345,18.55,85.89,1013.25
346,18.54,85.89,1013.22
347,18.55,85.89,1013.27
348,18.55,85.89,1013.24
349,18.54,85.89,1013.2
350,18.54,85.89,1013.17
351,18.54,85.89,1013.23
352,18.54,85.89,1013.22
353,18.55,85.89,1013.22
354,18.54,85.89,1013.2
355,18.54,85.88,1013.21
356,18.55,85.88,1013.24
357,18.54,85.88,1013.25
358,18.54,85.89,1013.22
359,18.55,85.88,1013.27
360,18.54,85.89,1013.23
361,18.55,85.88,1013.22
362,18.55,85.88,1013.21
363,18.55,85.88,1013.22
364,18.54,85.88,1013.23
365,18.55,85.88,1013.23
366,18.54,85.88,1013.25
367,18.55,85.88,1013.2
368,18.55,85.87,1013.24
369,18.55,85.88,1013.25
370,18.55,85.88,1013.23
371,18.55,85.88,1013.24
372,18.55,85.87,1013.24
373,18.54,85.87,1013.22
374,18.55,85.88,1013.22
375,18.55,85.88,1013.22
376,18.55,85.87,1013.21
377,18.55,85.88,1013.23
378,18.55,85.87,1013.25
379,18.54,85.88,1013.24
380,18.55,85.87,1013.27
381,18.55,85.87,1013.23
382,18.55,85.87,1013.21
383,18.54,85.87,1013.23
384,18.55,85.87,1013.26
385,18.55,85.87,1013.19
386,18.54,85.87,1013.2
387,18.54,85.87,1013.24
388,18.55,85.87,1013.22
389,18.55,85.87,1013.25
390,18.54,85.87,1013.27
391,18.55,85.87,1013.2
392,18.55,85.87,1013.2
393,18.55,85.87,1013.2
394,18.54,85.87,1013.21
395,18.55,85.87,1013.23
396,18.55,85.86,1013.21
397,18.55,85.87,1013.26
398,18.55,85.87,1013.27
399,18.54,85.86,1013.22
400,18.55,85.87,1013.21
401,18.54,85.86,1013.21
402,18.54,85.87,1013.21
403,18.54,85.87,1013.15
404,18.54,85.87,1013.17
405,18.54,85.86,1013.17
406,18.54,85.86,1013.16
407,18.54,85.86,1013.16
408,18.54,85.86,1013.14
409,18.55,85.86,1013.16
410,18.55,85.86,1013.18
411,18.55,85.86,1013.2
412,18.55,85.86,1013.22
413,18.55,85.85,1013.21
414,18.55,85.86,1013.2
415,18.54,85.86,1013.22
416,18.54,85.86,1013.2
417,18.54,85.86,1013.19
418,18.54,85.85,1013.18
419,18.55,85.86,1013.16
420,18.55,85.85,1013.2
421,18.54,85.85,1013.21
422,18.54,85.85,1013.19
423,18.55,85.85,1013.23
424,18.55,85.85,1013.2
425,18.54,85.85,1013.16
426,18.55,85.85,1013.19
427,18.55,85.85,1013.2
428,18.55,85.85,1013.21
429,18.54,85.85,1013.22
430,18.55,85.85,1013.21
431,18.54,85.85,1013.22
432,18.55,85.85,1013.2
433,18.55,85.85,1013.19
434,18.54,85.85,1013.18
435,18.55,85.85,1013.18
436,18.54,85.85,1013.17
437,18.54,85.85,1013.17
438,18.54,85.85,1013.16
439,18.54,85.85,1013.18
440,18.54,85.85,1013.17
441,18.54,85.85,1013.17
442,18.55,85.84,1013.17
443,18.55,85.84,1013.21
444,18.55,85.84,1013.2
445,18.55,85.85,1013.17
446,18.55,85.84,1013.17
447,18.54,85.85,1013.21
448,18.54,85.85,1013.2
449,18.54,85.84,1013.14
450,18.54,85.84,1013.14
451,18.54,85.84,1013.14
452,18.55,85.84,1013.11
453,18.55,85.85,1013.16
454,18.55,85.84,1013.1
455,18.55,85.84,1013.16
456,18.55,85.84,1013.18
457,18.54,85.84,1013.15
458,18.54,85.83,1013.15
459,18.55,85.84,1013.17
460,18.54,85.84,1013.11
461,18.54,85.84,1013.13
462,18.54,85.83,1013.14
463,18.54,85.84,1013.11
464,18.54,85.84,1013.12
465,18.54,85.83,1013.15
466,18.54,85.83,1013.1
467,18.54,85.84,1013.09
468,18.54,85.84,1013.13
469,18.55,85.84,1013.12
470,18.54,85.83,1013.15
471,18.54,85.84,1013.15
472,18.54,85.83,1013.15
473,18.54,85.83,1013.12
474,18.55,85.83,1013.17
475,18.55,85.83,1013.13
476,18.55,85.83,1013.15
477,18.55,85.83,1013.16
478,18.55,85.83,1013.18
479,18.55,85.83,1013.16
480,18.55,85.82,1013.18
481,18.54,85.82,1013.16
482,18.55,85.83,1013.17
483,18.55,85.83,1013.19
484,18.55,85.83,1013.14
485,18.55,85.82,1013.16
486,18.55,85.83,1013.18
487,18.55,85.83,1013.16
488,18.55,85.82,1013.15
489,18.55,85.82,1013.18
490,18.55,85.82,1013.15
491,18.55,85.82,1013.16
492,18.55,85.82,1013.17
493,18.55,85.82,1013.19
494,18.55,85.82,1013.14
495,18.55,85.82,1013.16
496,18.55,85.82,1013.14
497,18.55,85.82,1013.17
498,18.55,85.82,1013.16
499,18.55,85.82,1013.15
500,18.55,85.82,1013.15
501,18.55,85.82,1013.14
502,18.54,85.82,1013.18
503,18.55,85.82,1013.18
504,18.54,85.82,1013.16
505,18.54,85.82,1013.19
506,18.55,85.82,1013.22
507,18.55,85.82,1013.23
508,18.55,85.82,1013.17
509,18.55,85.82,1013.14
510,18.55,85.81,1013.17
511,18.54,85.81,1013.14
512,18.54,85.82,1013.15
513,18.54,85.81,1013.15
514,18.54,85.81,1013.17
515,18.54,85.81,1013.19
516,18.54,85.81,1013.18
517,18.55,85.81,1013.21
518,18.54,85.82,1013.12
519,18.54,85.81,1013.12
520,18.55,85.81,1013.19
521,18.55,85.81,1013.14
522,18.54,85.81,1013.13
523,18.54,85.81,1013.12
524,18.55,85.81,1013.15
525,18.55,85.81,1013.13
526,18.55,85.81,1013.15
527,18.54,85.81,1013.14
528,18.55,85.81,1013.15
529,18.55,85.81,1013.12
530,18.55,85.8,1013.17
531,18.54,85.81,1013.12
532,18.54,85.81,1013.15
533,18.55,85.8,1013.18
534,18.54,85.81,1013.15
535,18.55,85.8,1013.2
536,18.55,85.8,1013.17
537,18.54,85.8,1013.16
538,18.55,85.8,1013.16
539,18.55,85.8,1013.16
540,18.55,85.8,1013.2
541,18.55,85.8,1013.17
542,18.56,85.8,1013.21
543,18.54,85.8,1013.22
544,18.54,85.8,1013.2
545,18.54,85.8,1013.19
546,18.55,85.8,1013.2
547,18.55,85.8,1013.14
548,18.55,85.8,1013.19
549,18.55,85.8,1013.23
550,18.54,85.8,1013.18
551,18.55,85.8,1013.2
552,18.55,85.8,1013.26
553,18.55,85.8,1013.27
554,18.54,85.8,1013.26
555,18.55,85.8,1013.26
556,18.55,85.8,1013.25
557,18.55,85.79,1013.26
558,18.55,85.79,1013.24
559,18.55,85.79,1013.26
560,18.55,85.79,1013.31
561,18.55,85.79,1013.3
562,18.55,85.8,1013.37
563,18.55,85.79,1013.35
564,18.55,85.79,1013.33
565,18.55,85.79,1013.32
566,18.54,85.79,1013.29
567,18.55,85.79,1013.25
568,18.55,85.79,1013.25
569,18.55,85.79,1013.24
570,18.55,85.79,1013.29
571,18.55,85.79,1013.3
572,18.54,85.78,1013.33
573,18.55,85.79,1013.34
574,18.54,85.79,1013.37
575,18.55,85.78,1013.34
576,18.55,85.79,1013.34
577,18.55,85.78,1013.33
578,18.54,85.79,1013.35
579,18.55,85.79,1013.34
580,18.55,85.78,1013.37
581,18.55,85.78,1013.31
582,18.54,85.78,1013.29
583,18.54,85.78,1013.33
584,18.54,85.78,1013.3
585,18.55,85.78,1013.34
586,18.54,85.78,1013.3
587,18.55,85.78,1013.33
588,18.54,85.78,1013.37
589,18.54,85.78,1013.36
590,18.55,85.78,1013.37
591,18.54,85.78,1013.37
592,18.55,85.78,1013.36
593,18.55,85.78,1013.36
594,18.55,85.78,1013.38
595,18.55,85.77,1013.36
596,18.54,85.78,1013.34
597,18.54,85.77,1013.34
598,18.55,85.78,1013.33
599,18.54,85.77,1013.35
600,18.55,85.78,1013.35
601,18.56,85.77,1013.38
602,18.54,85.77,1013.38
603,18.55,85.77,1013.38
604,18.54,85.77,1013.35
605,18.54,85.77,1013.38
606,18.54,85.77,1013.41
607,18.55,85.77,1013.41
608,18.54,85.77,1013.39
609,18.54,85.77,1013.43
610,18.54,85.77,1013.47
611,18.55,85.77,1013.42
612,18.55,85.77,1013.4
613,18.54,85.77,1013.38
614,18.55,85.77,1013.4
615,18.55,85.77,1013.41
616,18.54,85.77,1013.4
617,18.55,85.76,1013.39
618,18.54,85.76,1013.41
619,18.55,85.76,1013.44
620,18.54,85.76,1013.37
621,18.55,85.76,1013.45
622,18.54,85.76,1013.44
623,18.55,85.76,1013.42
624,18.54,85.76,1013.43
625,18.54,85.76,1013.43
626,18.55,85.76,1013.46
627,18.55,85.76,1013.44
628,18.55,85.76,1013.44
629,18.55,85.75,1013.42
630,18.54,85.76,1013.39
631,18.54,85.75,1013.38
632,18.54,85.76,1013.42
633,18.54,85.76,1013.43
634,18.55,85.75,1013.44
635,18.54,85.74,1013.43
636,18.54,85.75,1013.41
637,18.54,85.75,1013.38
638,18.54,85.75,1013.43
639,18.54,85.75,1013.43
640,18.55,85.75,1013.39
641,18.55,85.75,1013.4
642,18.54,85.75,1013.45
643,18.54,85.74,1013.4
644,18.55,85.75,1013.43
645,18.55,85.75,1013.46
646,18.54,85.75,1013.42
647,18.55,85.75,1013.43
648,18.54,85.74,1013.44
649,18.54,85.74,1013.43
650,18.55,85.74,1013.43
651,18.54,85.74,1013.43
652,18.54,85.74,1013.41
653,18.55,85.74,1013.41
654,18.54,85.73,1013.44
655,18.55,85.74,1013.43
656,18.55,85.74,1013.44
657,18.55,85.74,1013.45
658,18.54,85.73,1013.45
659,18.54,85.74,1013.46
660,18.55,85.74,1013.48
661,18.54,85.74,1013.45
662,18.55,85.74,1013.5
663,18.54,85.74,1013.45
664,18.55,85.74,1013.48
665,18.55,85.74,1013.47
666,18.55,85.74,1013.46
667,18.54,85.73,1013.44
668,18.54,85.74,1013.49
669,18.54,85.72,1013.43
670,18.54,85.74,1013.44
671,18.55,85.72,1013.41
672,18.55,85.74,1013.43
673,18.55,85.72,1013.48
674,18.54,85.72,1013.44
675,18.55,85.72,1013.47
676,18.55,85.72,1013.47
677,18.55,85.72,1013.46
678,18.54,85.72,1013.45
679,18.55,85.72,1013.42
680,18.55,85.72,1013.5
681,18.54,85.72,1013.49
682,18.54,85.72,1013.46
683,18.55,85.72,1013.52
684,18.55,85.72,1013.48
685,18.55,85.72,1013.49
686,18.55,85.72,1013.52
687,18.54,85.72,1013.52
688,18.55,85.72,1013.51
689,18.55,85.72,1013.49
690,18.55,85.72,1013.5
691,18.55,85.72,1013.52
692,18.55,85.72,1013.5
693,18.55,85.72,1013.51
694,18.54,85.72,1013.5
695,18.54,85.71,1013.51
696,18.55,85.71,1013.48
697,18.55,85.71,1013.5
698,18.54,85.71,1013.49
699,18.55,85.71,1013.51
700,18.55,85.71,1013.5
701,18.55,85.71,1013.56
702,18.55,85.72,1013.51
703,18.55,85.71,1013.5
704,18.54,85.71,1013.49
705,18.54,85.71,1013.5
706,18.55,85.71,1013.5
707,18.55,85.71,1013.51
708,18.55,85.71,1013.5
709,18.54,85.71,1013.45
710,18.55,85.7,1013.46
711,18.55,85.7,1013.46
712,18.55,85.71,1013.48
713,18.55,85.71,1013.49
714,18.55,85.7,1013.49
715,18.55,85.71,1013.49
716,18.56,85.71,1013.51
717,18.55,85.71,1013.53
718,18.54,85.71,1013.51
719,18.55,85.71,1013.47
720,18.54,85.7,1013.44
721,18.55,85.71,1013.5
722,18.54,85.71,1013.52
723,18.55,85.7,1013.53
724,18.55,85.7,1013.51
725,18.54,85.7,1013.52
726,18.55,85.71,1013.51
727,18.55,85.7,1013.51
728,18.55,85.7,1013.53
729,18.55,85.7,1013.56
730,18.54,85.7,1013.5
731,18.55,85.7,1013.54
732,18.55,85.7,1013.51
733,18.54,85.7,1013.59
734,18.54,85.7,1013.53
735,18.54,85.7,1013.47
736,18.54,85.7,1013.43
737,18.55,85.7,1013.49
738,18.54,85.69,1013.49
739,18.54,85.69,1013.51
740,18.54,85.69,1013.49
741,18.54,85.7,1013.49
742,18.54,85.7,1013.46
743,18.54,85.7,1013.46
744,18.54,85.7,1013.47
745,18.54,85.69,1013.46
746,18.54,85.69,1013.49
747,18.54,85.69,1013.47
748,18.54,85.7,1013.51
749,18.54,85.7,1013.49
750,18.54,85.69,1013.53
751,18.54,85.69,1013.49
752,18.54,85.7,1013.49
753,18.54,85.69,1013.43
754,18.54,85.69,1013.45
755,18.54,85.69,1013.46
756,18.54,85.69,1013.47
757,18.53,85.69,1013.45
758,18.54,85.69,1013.49
759,18.54,85.69,1013.49
760,18.53,85.69,1013.53
761,18.55,85.68,1013.52
762,18.54,85.69,1013.52
763,18.54,85.69,1013.52
764,18.54,85.69,1013.5
765,18.54,85.69,1013.53
766,18.54,85.69,1013.54
767,18.54,85.69,1013.55
768,18.54,85.69,1013.59
769,18.54,85.69,1013.55
770,18.54,85.69,1013.54
771,18.55,85.69,1013.62
772,18.55,85.69,1013.59
773,18.53,85.69,1013.56
774,18.54,85.68,1013.55
775,18.54,85.69,1013.57
776,18.54,85.69,1013.58
777,18.54,85.69,1013.5
778,18.54,85.69,1013.54
779,18.54,85.68,1013.53
780,18.54,85.68,1013.57
781,18.54,85.68,1013.56
782,18.53,85.68,1013.53
783,18.55,85.68,1013.54
784,18.55,85.68,1013.5
785,18.55,85.68,1013.51
786,18.54,85.68,1013.52
787,18.54,85.68,1013.52
788,18.54,85.68,1013.52
789,18.54,85.68,1013.54
790,18.54,85.68,1013.54
791,18.54,85.68,1013.51
792,18.54,85.68,1013.51
793,18.54,85.68,1013.52
794,18.54,85.68,1013.54
795,18.54,85.68,1013.52
796,18.54,85.68,1013.53
797,18.54,85.67,1013.51
798,18.54,85.68,1013.5
799,18.54,85.67,1013.5
800,18.54,85.67,1013.51
801,18.54,85.67,1013.52
802,18.53,85.67,1013.53
803,18.54,85.67,1013.52
804,18.54,85.67,1013.49
805,18.54,85.67,1013.48
806,18.54,85.67,1013.44
807,18.54,85.67,1013.52
808,18.54,85.67,1013.54
809,18.54,85.67,1013.54
810,18.54,85.67,1013.51
811,18.54,85.67,1013.53
812,18.54,85.67,1013.52
813,18.54,85.67,1013.48
814,18.54,85.67,1013.45
815,18.54,85.67,1013.42
816,18.53,85.67,1013.44
817,18.54,85.67,1013.44
818,18.53,85.67,1013.46
819,18.54,85.67,1013.49
820,18.53,85.67,1013.46
821,18.53,85.66,1013.47
822,18.54,85.66,1013.46
823,18.54,85.67,1013.46
824,18.53,85.66,1013.49
825,18.53,85.66,1013.44
826,18.54,85.66,1013.44
827,18.54,85.67,1013.44
828,18.54,85.66,1013.42
829,18.54,85.66,1013.47
830,18.54,85.66,1013.47
831,18.53,85.66,1013.47
832,18.53,85.66,1013.47
833,18.54,85.66,1013.45
834,18.53,85.66,1013.41
835,18.53,85.66,1013.41
836,18.54,85.66,1013.45
837,18.53,85.66,1013.44
838,18.53,85.66,1013.45
839,18.54,85.66,1013.45
840,18.54,85.66,1013.51
841,18.54,85.66,1013.53
842,18.54,85.66,1013.49
843,18.54,85.66,1013.49
844,18.53,85.66,1013.46
845,18.53,85.65,1013.45
846,18.53,85.65,1013.48
847,18.53,85.65,1013.47
848,18.54,85.66,1013.47
849,18.54,85.65,1013.46
850,18.54,85.66,1013.48
851,18.54,85.66,1013.46
852,18.54,85.66,1013.48
853,18.54,85.64,1013.46
854,18.54,85.65,1013.49
855,18.53,85.66,1013.48
856,18.54,85.65,1013.51
857,18.54,85.65,1013.49
858,18.54,85.65,1013.5
859,18.54,85.65,1013.48
860,18.54,85.65,1013.5
861,18.54,85.65,1013.48
862,18.54,85.65,1013.53
863,18.53,85.65,1013.52
864,18.54,85.65,1013.53
865,18.54,85.65,1013.5
866,18.54,85.65,1013.5
867,18.53,85.65,1013.55
868,18.54,85.65,1013.55
869,18.53,85.65,1013.57
870,18.53,85.65,1013.52
871,18.54,85.65,1013.49
872,18.54,85.65,1013.56
873,18.54,85.64,1013.53
874,18.54,85.64,1013.54
875,18.54,85.64,1013.52
876,18.54,85.65,1013.5
877,18.54,85.64,1013.51
878,18.54,85.64,1013.54
879,18.54,85.65,1013.55
880,18.54,85.64,1013.54
881,18.53,85.65,1013.52
882,18.54,85.64,1013.48
883,18.54,85.64,1013.48
884,18.54,85.64,1013.5
885,18.54,85.64,1013.48
886,18.54,85.64,1013.51
887,18.54,85.64,1013.49
888,18.54,85.64,1013.52
889,18.54,85.64,1013.5
890,18.53,85.64,1013.5
891,18.54,85.64,1013.57
892,18.54,85.64,1013.52
893,18.54,85.64,1013.52
894,18.53,85.64,1013.54
895,18.54,85.64,1013.58
896,18.54,85.64,1013.54
897,18.53,85.65,1013.5
898,18.53,85.64,1013.45
899,18.53,85.63,1013.45
900,18.53,85.64,1013.45
901,18.53,85.64,1013.47
902,18.54,85.63,1013.49
903,18.53,85.64,1013.43
904,18.54,85.63,1013.42
905,18.53,85.63,1013.43
906,18.53,85.63,1013.43
907,18.53,85.63,1013.44
908,18.52,85.64,1013.44
909,18.53,85.63,1013.44
910,18.53,85.63,1013.44
911,18.53,85.63,1013.46
912,18.53,85.64,1013.5
913,18.53,85.63,1013.46
914,18.53,85.63,1013.44
915,18.53,85.63,1013.47
916,18.53,85.63,1013.44
917,18.53,85.63,1013.44
918,18.53,85.63,1013.42
919,18.53,85.63,1013.39
920,18.53,85.62,1013.41
921,18.54,85.63,1013.46
922,18.54,85.63,1013.48
923,18.53,85.62,1013.41
924,18.53,85.63,1013.43
925,18.53,85.62,1013.45
926,18.53,85.63,1013.42
927,18.53,85.62,1013.45
928,18.53,85.62,1013.45
929,18.53,85.62,1013.42
930,18.53,85.63,1013.42
931,18.53,85.62,1013.48
932,18.53,85.62,1013.46
933,18.53,85.62,1013.46
934,18.53,85.62,1013.42
